807,193,1
836,164,1
945,55,1
654,346,1
480,520,1
987,13,1
934,66,1
959,41,1
753,247,1
753,247,1
966,34,1
753,247,1
901,99,1
952,48,1
753,247,1
753,247,1
753,247,1
753,247,1
753,247,1
478,522,1
945,55,1
753,247,1
708,292,1
608,392,1
753,247,1
846,154,1
999,1,1
923,77,1
888,112,1
487,513,1
927,73,1
753,247,1
753,247,1
934,66,1
481,519,1
608,392,1
753,247,1
753,247,1
999,1,1
846,154,1
981,19,1
900,100,1
964,36,1
803,197,1
753,247,1
476,524,1
933,67,1
960,40,1
901,99,1
999,1,1
927,73,1
638,362,1
986,14,1
845,155,1
753,247,1
979,21,1
464,536,1
807,193,1
567,433,1
901,99,1
753,247,1
495,505,1
753,247,1
999,1,1
939,61,1
643,357,1
493,507,1
999,1,1
932,68,1
965,35,1
912,88,1
930,70,1
753,247,1
999,1,1
931,69,0
875,125,1
969,31,1
881,119,1
902,98,1
846,154,1
753,247,1
608,392,1
985,15,1
901,99,1
753,247,1
833,167,1
918,82,1
923,77,1
859,141,1
618,382,1
753,247,1
753,247,1
931,69,1
963,37,1
753,247,1
923,77,1
829,171,1
753,247,1
984,16,1
753,247,1
833,167,1
926,74,1
981,19,1
913,87,1
999,1,1
608,392,1
986,14,1
829,171,1
753,247,1
846,154,1
615,385,1
846,154,1
753,247,1
753,247,1
612,388,1
987,13,1
608,392,1
496,504,1
999,1,1
608,392,1
925,75,1
993,7,1
933,67,1
895,105,1
872,128,1
911,89,1
913,87,1
989,11,1
924,76,1
476,524,1
922,78,1
999,1,1
807,193,1
981,19,1
708,292,1
920,80,1
909,91,0
981,19,1
608,392,1
601,399,1
608,392,1
608,392,1
601,399,1
608,392,1
846,154,1
807,193,1
999,1,1
885,115,1
901,99,1
753,247,1
996,4,1
608,392,1
608,392,1
894,106,1
929,71,1
600,400,1
746,254,1
999,1,1
722,278,1
945,55,0
846,154,1
608,392,1
846,154,1
753,247,1
496,504,1
846,154,1
952,48,1
979,21,1
608,392,1
721,279,1
691,309,1
480,520,1
753,247,1
608,392,1
931,69,1
505,495,1
829,171,1
980,20,1
983,17,1
633,367,1
979,21,1
807,193,1
907,93,1
608,392,1
753,247,1
481,519,1
934,66,1
1000,0,1
994,6,1
848,152,1
999,1,1
498,502,1
603,397,1
984,16,1
807,193,1
903,97,1
999,1,1
807,193,1
663,337,1
924,76,1
986,14,1
458,542,1
959,41,1
999,1,1
608,392,1
931,69,1
608,392,1
464,536,1
753,247,1
963,37,1
920,80,1
753,247,1
487,513,1
880,120,1
753,247,1
753,247,1
984,16,1
863,137,1
753,247,1
999,1,1
997,3,1
753,247,1
979,21,1
877,123,1
999,1,1
836,164,1
807,193,1
753,247,1
935,65,1
901,99,1
753,247,1
587,413,1
786,214,1
857,143,1
986,14,1
901,99,1
753,247,1
915,85,1
749,251,1
481,519,1
999,1,1
789,211,1
934,66,1
923,77,1
753,247,1
753,247,1
929,71,1
970,30,1
753,247,1
998,2,1
476,524,1
753,247,1
877,123,1
753,247,1
846,154,1
608,392,1
608,392,1
753,247,1
934,66,1
979,21,1
984,16,1
901,99,1
925,75,1
753,247,1
999,1,1
968,32,1
679,321,1
476,524,1
475,525,1
973,27,1
888,112,1
490,510,1
999,1,1
753,247,1
986,14,1
931,69,1
964,36,1
803,197,1
753,247,1
807,193,1
964,36,1
909,91,1
651,349,1
920,80,1
920,80,1
804,196,1
608,392,1
753,247,1
901,99,1
933,67,1
851,149,1
458,542,1
753,247,1
999,1,1
999,1,1
892,108,1
753,247,1
479,521,1
608,392,1
608,392,1
981,19,1
933,67,1
844,156,1
608,392,1
847,153,1
922,78,1
993,7,1
926,74,1
608,392,1
981,19,1
964,36,1
753,247,1
933,67,1
849,151,1
493,507,1
901,99,1
999,1,1
753,247,1
753,247,1
908,92,1
829,171,1
640,360,1
458,542,1
997,3,1
894,106,1
753,247,1
846,154,1
802,198,1
753,247,1
753,247,1
608,392,1
747,253,1
919,81,1
999,1,1
935,65,1
753,247,1
608,392,1
753,247,1
993,7,1
846,154,1
476,524,1
504,496,1
753,247,1
901,99,1
833,167,0
798,202,1
861,139,1
753,247,1
829,171,1
914,86,1
473,527,1
920,80,1
608,392,1
892,108,1
984,16,1
640,360,1
935,65,1
838,162,1
997,3,1
606,394,1
798,202,1
672,328,1
999,1,1
979,21,1
984,16,1
753,247,1
983,17,1
914,86,1
608,392,1
848,152,1
490,510,1
934,66,1
723,277,1
953,47,1
941,59,1
480,520,1
918,82,1
753,247,1
753,247,1
829,171,1
753,247,1
798,202,1
992,8,1
999,1,1
999,1,1
469,531,1
916,84,1
846,154,1
723,277,1
984,16,1
971,29,1
608,392,1
477,523,1
753,247,1
999,1,1
901,99,1
843,157,1
999,1,1
608,392,1
999,1,1
999,1,1
485,515,1
922,78,1
753,247,1
753,247,1
608,392,1
999,1,1
638,362,1
979,21,1
471,529,1
753,247,1
982,18,1
753,247,1
887,113,1
753,247,1
992,8,1
753,247,1
920,80,1
701,299,1
651,349,1
901,99,1
850,150,1
753,247,1
829,171,1
753,247,1
846,154,1
746,254,1
590,410,1
896,104,1
753,247,1
994,6,1
909,91,1
639,361,1
984,16,1
753,247,1
935,65,1
458,542,1
985,15,1
999,1,1
608,392,1
938,62,1
468,532,1
753,247,1
608,392,1
928,72,1
932,68,1
447,553,1
829,171,1
753,247,1
753,247,1
495,505,1
495,505,1
999,1,1
827,173,1
981,19,1
986,14,1
986,14,1
447,553,1
753,247,1
983,17,0
895,105,1
753,247,1
836,164,1
846,154,1
954,46,1
753,247,1
753,247,1
858,142,1
753,247,1
753,247,1
963,37,1
844,156,1
924,76,1
753,247,1
608,392,1
480,520,1
753,247,1
987,13,1
753,247,1
934,66,1
481,519,1
954,46,1
982,18,1
753,247,1
730,270,1
984,16,1
753,247,1
967,33,0
481,519,1
913,87,1
999,1,1
881,119,1
753,247,1
986,14,1
798,202,1
608,392,1
979,21,1
488,512,1
927,73,1
963,37,1
660,340,1
753,247,1
608,392,1
604,396,1
798,202,1
999,1,1
807,193,1
981,19,1
981,19,1
753,247,1
902,98,1
846,154,1
911,89,1
753,247,1
753,247,1
932,68,1
846,154,1
888,112,1
608,392,1
963,37,1
753,247,1
999,1,1
963,37,1
920,80,1
979,21,1
798,202,1
984,16,1
841,159,1
916,84,1
933,67,1
876,124,1
934,66,1
963,37,1
901,99,1
753,247,1
753,247,1
471,529,1
829,171,1
753,247,1
753,247,1
608,392,1
753,247,1
909,91,1
946,54,0
641,359,1
999,1,1
999,1,1
753,247,1
464,536,1
496,504,1
488,512,1
807,193,1
999,1,1
999,1,1
973,27,1
807,193,1
924,76,1
904,96,1
608,392,1
465,535,1
772,228,1
852,148,1
911,89,1
999,1,1
753,247,1
925,75,1
608,392,1
917,83,1
905,95,1
986,14,1
608,392,1
745,255,1
753,247,1
628,372,1
476,524,1
753,247,1
1000,0,1
571,429,1
846,154,1
984,16,1
914,86,1
844,156,0
773,227,1
999,1,1
495,505,1
464,536,1
931,69,1
883,117,1
924,76,1
942,58,1
922,78,1
914,86,1
963,37,1
975,25,0
802,198,1
458,542,1
753,247,1
921,79,1
952,48,0
969,31,1
931,69,1
601,399,1
933,67,1
753,247,1
657,343,1
922,78,1
608,392,1
753,247,1
994,6,1
608,392,1
624,376,1
753,247,1
984,16,1
986,14,1
829,171,1
458,542,1
901,99,1
753,247,1
753,247,1
981,19,1
846,154,1
939,61,1
753,247,1
608,392,1
753,247,1
934,66,1
608,392,1
999,1,1
999,1,1
795,205,1
601,399,1
930,70,1
851,149,1
978,22,1
907,93,1
902,98,1
843,157,1
476,524,1
999,1,1
464,536,1
928,72,1
929,71,1
436,564,1
901,99,1
999,1,1
816,184,1
760,240,1
893,107,1
999,1,1
963,37,1
608,392,1
963,37,1
753,247,1
618,382,1
846,154,1
999,1,1
847,153,1
984,16,1
846,154,1
647,353,1
753,247,1
979,21,1
993,7,1
981,19,1
919,81,1
896,104,1
517,483,1
804,196,1
490,510,1
753,247,1
753,247,1
479,521,1
473,527,1
476,524,1
753,247,1
993,7,1
820,180,1
725,275,1
829,171,1
569,431,1
470,530,1
659,341,1
919,81,1
483,517,1
909,91,1
807,193,1
991,9,1
608,392,1
964,36,1
798,202,1
903,97,1
825,175,1
723,277,1
846,154,1
753,247,1
753,247,1
785,215,1
846,154,1
933,67,1
995,5,1
931,69,1
807,193,1
979,21,1
999,1,1
807,193,1
943,57,1
934,66,1
747,253,1
759,241,1
509,491,1
901,99,1
935,65,1
999,1,1
857,143,1
846,154,1
931,69,1
842,158,1
753,247,1
608,392,1
892,108,1
753,247,1
829,171,1
926,74,1
608,392,1
753,247,1
981,19,1
999,1,1
487,513,1
987,13,1
846,154,1
608,392,1
638,362,1
984,16,1
995,5,1
907,93,1
975,25,1
753,247,1
908,92,1
936,64,1
931,69,1
807,193,1
981,19,1
931,69,1
999,1,1
608,392,1
829,171,1
976,24,1
962,38,1
937,63,1
980,20,1
753,247,1
753,247,1
798,202,1
465,535,1
753,247,1
964,36,1
485,515,1
753,247,1
996,4,1
992,8,1
983,17,1
796,204,1
936,64,1
999,1,1
829,171,1
901,99,1
753,247,1
963,37,1
924,76,1
999,1,1
807,193,1
800,200,1
753,247,1
984,16,1
608,392,1
953,47,1
608,392,1
999,1,1
608,392,1
989,11,1
608,392,1
608,392,1
938,62,1
753,247,1
924,76,1
868,132,1
816,184,1
906,94,1
994,6,1
924,76,1
829,171,1
753,247,1
657,343,1
458,542,1
753,247,1
753,247,1
984,16,1
846,154,1
846,154,1
753,247,1
921,79,1
923,77,1
306,694,0
846,154,1
999,1,1
753,247,1
986,14,1
753,247,1
935,65,1
987,13,1
964,36,1
958,42,1
802,198,1
939,61,1
634,366,1
981,19,1
999,1,1
967,33,1
753,247,1
993,7,1
929,71,1
887,113,1
979,21,1
692,308,1
846,154,1
945,55,1
753,247,1
902,98,1
495,505,1
661,339,1
985,15,1
753,247,1
608,392,1
846,154,1
931,69,1
999,1,1
984,16,1
892,108,0
943,57,1
986,14,1
999,1,1
999,1,1
660,340,1
753,247,1
912,88,1
600,400,1
846,154,1
923,77,1
918,82,1
753,247,1
753,247,1
812,188,1
879,121,1
999,1,1
807,193,1
895,105,1
604,396,1
753,247,1
890,110,1
997,3,1
959,41,1
608,392,1
629,371,1
999,1,1
917,83,1
786,214,1
999,1,1
990,10,1
933,67,1
999,1,1
447,553,1
473,527,1
504,496,1
630,370,1
999,1,1
457,543,1
608,392,1
753,247,1
608,392,1
895,105,1
753,247,1
974,26,1
608,392,1
999,1,1
671,329,1
807,193,1
753,247,1
979,21,1
803,197,1
920,80,1
967,33,1
601,399,1
920,80,1
493,507,1
753,247,1
845,155,1
935,65,1
829,171,1
895,105,1
846,154,1
480,520,1
503,497,1
753,247,1
608,392,1
753,247,1
846,154,1
753,247,1
931,69,1
990,10,1
846,154,1
473,527,1
901,99,1
999,1,1
476,524,1
999,1,1
807,193,1
846,154,1
464,536,1
930,70,1
911,89,1
753,247,1
990,10,1
899,101,1
954,46,1
925,75,1
640,360,1
981,19,1
935,65,1
753,247,1
464,536,1
919,81,1
902,98,1
608,392,1
931,69,1
982,18,1
843,157,1
991,9,1
901,99,1
999,1,1
667,333,1
753,247,1
931,69,1
608,392,1
846,154,1
801,199,1
672,328,1
753,247,1
930,70,1
999,1,1
608,392,1
969,31,1
963,37,1
753,247,1
999,1,1
807,193,1
753,247,1
742,258,1
847,153,1
995,5,1
798,202,1
753,247,1
849,151,1
753,247,1
608,392,1
980,20,1
458,542,1
895,105,1
993,7,1
753,247,1
635,365,1
829,171,1
931,69,1
753,247,1
846,154,1
753,247,1
807,193,1
846,154,1
999,1,1
753,247,1
608,392,1
753,247,1
626,374,1
965,35,1
999,1,1
932,68,1
982,18,1
481,519,1
816,184,1
999,1,1
476,524,1
863,137,1
991,9,1
902,98,1
496,504,1
753,247,1
846,154,1
753,247,1
643,357,1
476,524,1
999,1,1
846,154,1
999,1,1
923,77,1
846,154,1
925,75,1
829,171,1
885,115,1
923,77,1
999,1,1
895,105,1
847,153,1
753,247,1
803,197,1
990,10,1
893,107,1
999,1,1
647,353,1
994,6,1
753,247,1
924,76,1
988,12,1
984,16,1
940,60,1
888,112,1
963,37,1
965,35,1
984,16,1
608,392,1
983,17,1
540,460,1
753,247,1
965,35,1
823,177,1
608,392,1
934,66,0
854,146,0
902,98,1
994,6,1
464,536,1
986,14,1
628,372,1
486,514,1
981,19,1
608,392,1
999,1,1
819,181,1
987,13,1
753,247,1
807,193,1
999,1,1
959,41,1
753,247,1
918,82,1
922,78,1
999,1,1
894,106,1
979,21,1
458,542,1
753,247,1
843,157,1
963,37,1
999,1,1
608,392,1
608,392,1
913,87,1
934,66,1
981,19,1
921,79,1
608,392,1
843,157,1
862,138,1
993,7,1
647,353,1
465,535,1
880,120,1
854,146,1
608,392,1
753,247,1
753,247,1
625,375,1
847,153,1
753,247,1
961,39,1
931,69,1
540,460,1
936,64,1
608,392,1
999,1,1
828,172,1
753,247,1
753,247,1
843,157,1
908,92,1
753,247,1
918,82,1
496,504,1
890,110,1
608,392,1
663,337,1
986,14,1
753,247,1
753,247,1
999,1,1
753,247,1
932,68,1
436,564,1
937,63,1
487,513,1
798,202,1
753,247,1
982,18,1
753,247,1
829,171,1
908,92,1
753,247,1
917,83,1
918,82,1
909,91,1
930,70,1
966,34,1
608,392,1
608,392,1
901,99,1
936,64,1
701,299,1
829,171,1
753,247,1
925,75,1
753,247,1
493,507,1
753,247,1
889,111,1
999,1,1
963,37,1
898,102,1
814,186,1
927,73,1
879,121,1
979,21,1
999,1,1
731,269,1
907,93,1
985,15,1
922,78,1
691,309,1
929,71,1
915,85,1
984,16,1
509,491,1
999,1,1
798,202,1
994,6,1
868,132,1
919,81,1
981,19,1
608,392,1
999,1,1
936,64,1
471,529,1
846,154,1
753,247,1
983,17,1
753,247,1
753,247,1
917,83,1
981,19,1
902,98,1
753,247,1
932,68,1
753,247,1
487,513,1
901,99,1
753,247,1
999,1,1
608,392,1
985,15,1
932,68,1
661,339,1
888,112,1
640,360,1
922,78,0
753,247,1
920,80,1
902,98,1
829,171,1
999,1,1
753,247,1
608,392,1
647,353,1
984,16,1
994,6,1
501,499,1
925,75,1
999,1,1
753,247,1
846,154,1
603,397,1
999,1,1
985,15,1
803,197,1
608,392,1
994,6,1
848,152,1
892,108,1
802,198,1
1000,0,1
753,247,1
963,37,1
993,7,1
485,515,1
469,531,1
987,13,1
984,16,1
843,157,1
922,78,1
993,7,1
949,51,1
753,247,1
753,247,1
545,455,1
925,75,1
903,97,1
985,15,1
753,247,1
901,99,1
471,529,1
816,184,1
879,121,1
793,207,1
999,1,1
997,3,1
901,99,1
608,392,1
753,247,1
753,247,1
974,26,1
753,247,1
984,16,1
955,45,0
969,31,1
846,154,1
753,247,1
608,392,1
843,157,1
967,33,1
941,59,1
896,104,1
753,247,1
922,78,1
753,247,1
880,120,1
979,21,1
464,536,1
458,542,1
829,171,1
829,171,1
980,20,1
753,247,1
909,91,1
887,113,1
999,1,1
490,510,1
929,71,1
882,118,1
753,247,1
490,510,1
753,247,1
798,202,1
999,1,1
839,161,1
634,366,1
986,14,1
608,392,1
753,247,1
964,36,1
608,392,1
901,99,1
753,247,1
753,247,1
932,68,1
807,193,1
999,1,1
846,154,1
747,253,1
815,185,1
986,14,1
829,171,1
829,171,1
458,542,1
965,35,1
927,73,1
637,363,1
608,392,1
753,247,1
753,247,1
753,247,1
963,37,1
753,247,1
960,40,1
464,536,1
690,310,1
922,78,1
753,247,1
925,75,1
833,167,1
994,6,1
902,98,1
842,158,1
447,553,1
999,1,1
753,247,1
753,247,1
917,83,1
999,1,1
964,36,1
999,1,1
934,66,1
985,15,1
948,52,1
476,524,1
846,154,1
963,37,1
918,82,1
964,36,1
829,171,1
931,69,1
803,197,1
753,247,1
608,392,1
882,118,1
981,19,1
918,82,1
923,77,1
829,171,1
608,392,1
753,247,1
956,44,1
981,19,1
986,14,1
880,120,1
588,412,1
458,542,1
476,524,1
935,65,1
888,112,1
753,247,1
504,496,1
487,513,1
753,247,1
999,1,1
999,1,1
913,87,1
963,37,1
608,392,1
628,372,1
608,392,1
907,93,1
966,34,1
994,6,1
753,247,1
846,154,1
970,30,1
879,121,1
923,77,1
829,171,1
986,14,1
947,53,0
608,392,1
638,362,1
901,99,1
935,65,1
753,247,1
932,68,1
963,37,1
991,9,1
849,151,1
929,71,1
999,1,1
846,154,1
608,392,1
753,247,1
660,340,1
981,19,1
829,171,1
892,108,1
956,44,1
974,26,1
899,101,1
994,6,1
986,14,1
829,171,1
753,247,1
967,33,1
930,70,1
641,359,1
999,1,1
999,1,1
946,54,1
963,37,1
999,1,1
963,37,1
637,363,1
487,513,1
660,340,1
914,86,1
807,193,1
666,334,1
798,202,1
879,121,1
608,392,1
753,247,1
807,193,1
846,154,1
997,3,1
801,199,1
753,247,1
997,3,1
922,78,1
932,68,1
963,37,1
919,81,1
931,69,1
980,20,1
896,104,1
673,327,1
901,99,1
964,36,1
986,14,1
498,502,1
923,77,1
753,247,1
608,392,1
476,524,1
920,80,1
984,16,1
935,65,1
608,392,1
935,65,1
753,247,1
643,357,1
464,536,1
974,26,1
753,247,1
475,525,1
964,36,1
608,392,1
999,1,1
969,31,1
999,1,1
895,105,1
847,153,1
753,247,1
846,154,1
846,154,1
984,16,1
803,197,1
999,1,1
929,71,1
780,220,1
984,16,1
753,247,1
927,73,1
653,347,1
846,154,1
863,137,1
986,14,1
961,39,1
856,144,1
989,11,1
608,392,1
753,247,1
999,1,1
753,247,1
753,247,1
934,66,1
923,77,1
979,21,1
987,13,1
902,98,1
413,587,1
637,363,1
753,247,1
986,14,1
980,20,1
846,154,1
608,392,1
979,21,1
608,392,1
608,392,1
753,247,1
663,337,1
753,247,1
476,524,1
849,151,1
476,524,1
753,247,1
786,214,1
608,392,1
922,78,1
847,153,1
753,247,1
476,524,1
954,46,1
753,247,1
953,47,0
963,37,1
925,75,1
901,99,1
988,12,1
960,40,1
987,13,1
476,524,1
627,373,1
608,392,1
932,68,1
901,99,1
753,247,1
849,151,1
964,36,1
759,241,1
753,247,1
829,171,1
753,247,1
894,106,1
816,184,1
914,86,1
923,77,1
816,184,1
902,98,1
925,75,1
935,65,1
965,35,1
753,247,1
965,35,1
990,10,1
846,154,1
925,75,1
753,247,1
997,3,1
753,247,1
997,3,1
933,67,1
846,154,1
608,392,1
984,16,1
925,75,1
509,491,1
833,167,1
903,97,1
908,92,1
487,513,1
922,78,1
879,121,1
721,279,1
984,16,1
986,14,1
846,154,1
932,68,1
999,1,1
753,247,1
936,64,1
846,154,1
458,542,1
843,157,1
753,247,1
619,381,1
974,26,1
753,247,1
924,76,1
753,247,1
608,392,1
932,68,1
909,91,1
920,80,1
608,392,1
753,247,1
999,1,1
813,187,1
646,354,1
902,98,1
914,86,1
911,89,1
628,372,1
899,101,1
608,392,1
915,85,1
723,277,1
608,392,1
895,105,1
985,15,1
753,247,1
933,67,1
803,197,1
608,392,1
753,247,1
999,1,1
922,78,1
829,171,1
807,193,1
846,154,1
932,68,1
999,1,1
482,518,1
905,95,1
914,86,1
964,36,1
463,537,1
647,353,1
920,80,1
608,392,1
999,1,1
753,247,1
608,392,1
980,20,1
836,164,1
620,380,1
504,496,1
978,22,0
964,36,1
991,9,1
931,69,1
476,524,1
925,75,1
473,527,1
608,392,1
844,156,1
608,392,1
868,132,1
897,103,1
901,99,1
999,1,1
608,392,1
807,193,1
999,1,1
847,153,1
963,37,1
980,20,1
958,42,1
600,400,1
488,512,1
846,154,1
999,1,1
753,247,1
753,247,1
984,16,1
600,400,1
642,358,1
986,14,1
608,392,1
908,92,1
975,25,1
608,392,1
608,392,1
640,360,1
999,1,1
920,80,1
932,68,1
932,68,1
608,392,1
981,19,1
986,14,1
938,62,1
944,56,0
803,197,1
931,69,1
736,264,1
658,342,1
986,14,1
984,16,1
876,124,1
999,1,1
798,202,1
753,247,1
476,524,1
999,1,1
829,171,1
753,247,1
753,247,1
846,154,1
999,1,1
969,31,1
925,75,1
939,61,0
950,50,0
753,247,1
485,515,1
846,154,1
464,536,1
908,92,1
792,208,1
608,392,1
901,99,1
849,151,1
807,193,1
772,228,0
608,392,1
490,510,1
801,199,1
946,54,1
818,182,1
608,392,1
946,54,1
938,62,1
840,160,1
466,534,1
753,247,1
753,247,1
923,77,1
753,247,1
880,120,1
902,98,1
954,46,1
996,4,1
753,247,1
622,378,1
798,202,1
481,519,1
999,1,1
517,483,1
492,508,1
487,513,1
979,21,1
798,202,1
909,91,1
495,505,1
753,247,1
618,382,1
753,247,1
597,403,1
608,392,1
476,524,1
753,247,1
464,536,1
630,370,1
480,520,1
753,247,1
844,156,1
982,18,1
753,247,1
807,193,1
926,74,1
504,496,1
600,400,1
608,392,1
829,171,1
963,37,1
846,154,1
807,193,1
981,19,1
545,455,1
504,496,1
996,4,1
919,81,1
753,247,1
476,524,1
963,37,1
753,247,1
600,400,1
608,392,1
901,99,1
936,64,1
807,193,1
608,392,1
608,392,1
1000,0,1
753,247,1
673,327,1
753,247,1
753,247,1
921,79,1
829,171,1
921,79,1
608,392,1
496,504,1
672,328,1
935,65,1
829,171,1
979,21,1
963,37,1
753,247,1
480,520,1
935,65,1
889,111,1
902,98,1
999,1,1
912,88,1
504,496,1
785,215,1
984,16,1
932,68,1
471,529,1
798,202,1
923,77,1
753,247,1
989,11,1
999,1,1
496,504,1
829,171,1
966,34,1
899,101,1
999,1,1
912,88,1
999,1,1
847,153,1
932,68,1
927,73,1
807,193,1
753,247,1
983,17,0
982,18,1
918,82,1
753,247,1
983,17,1
1000,0,1
999,1,1
465,535,1
753,247,1
999,1,1
495,505,1
933,67,1
487,513,1
920,80,1
999,1,1
980,20,1
999,1,1
983,17,1
753,247,1
645,355,1
608,392,1
984,16,1
473,527,1
660,340,1
600,400,1
753,247,1
932,68,1
807,193,1
937,63,1
881,119,1
753,247,1
798,202,1
888,112,1
985,15,1
908,92,1
608,392,1
798,202,1
753,247,1
846,154,1
999,1,1
976,24,1
636,364,1
999,1,1
753,247,1
846,154,1
836,164,1
844,156,1
927,73,1
499,501,1
652,348,1
753,247,1
846,154,1
846,154,1
708,292,1
608,392,1
999,1,1
483,517,1
829,171,1
931,69,1
932,68,1
478,522,1
981,19,1
872,128,1
608,392,1
901,99,1
931,69,1
753,247,1
946,54,1
753,247,1
901,99,0
608,392,1
608,392,1
963,37,1
902,98,1
985,15,1
932,68,1
985,15,1
999,1,1
608,392,1
920,80,1
753,247,1
909,91,1
844,156,1
989,11,1
753,247,1
485,515,1
458,542,1
753,247,1
753,247,1
829,171,0
902,98,1
987,13,1
608,392,1
753,247,1
931,69,1
655,345,1
983,17,1
490,510,1
608,392,1
608,392,1
600,400,1
999,1,1
645,355,1
485,515,1
932,68,1
963,37,1
608,392,1
753,247,1
473,527,1
935,65,1
800,200,1
504,496,1
490,510,1
753,247,1
753,247,1
971,29,1
963,37,1
921,79,0
933,67,1
989,11,1
753,247,1
643,357,1
798,202,1
649,351,1
932,68,1
847,153,1
981,19,1
999,1,1
645,355,1
753,247,1
464,536,1
608,392,1
999,1,1
998,2,1
803,197,1
753,247,1
798,202,1
947,53,0
885,115,1
926,74,1
479,521,1
969,31,1
925,75,1
922,78,1
959,41,1
620,380,1
901,99,1
485,515,1
932,68,1
846,154,1
833,167,1
992,8,1
753,247,1
934,66,1
936,64,1
753,247,1
471,529,1
979,21,1
924,76,1
633,367,1
753,247,1
753,247,1
843,157,1
925,75,1
753,247,1
901,99,1
753,247,1
846,154,1
979,21,1
999,1,1
608,392,1
753,247,1
920,80,1
643,357,1
923,77,1
456,544,1
661,339,1
490,510,1
807,193,1
691,309,1
608,392,1
995,5,1
643,357,1
487,513,1
753,247,1
993,7,1
801,199,1
918,82,1
476,524,1
992,8,1
476,524,1
800,200,1
985,15,1
963,37,1
999,1,1
608,392,1
843,157,1
801,199,1
984,16,1
972,28,1
495,505,1
984,16,1
984,16,1
470,530,1
922,78,1
963,37,1
471,529,1
958,42,1
495,505,1
963,37,1
984,16,1
999,1,1
753,247,1
490,510,1
807,193,1
608,392,1
488,512,1
835,165,1
798,202,1
753,247,1
608,392,1
999,1,1
608,392,1
979,21,1
649,351,1
753,247,1
753,247,1
608,392,1
997,3,1
625,375,1
925,75,1
985,15,1
816,184,1
846,154,1
807,193,1
985,15,1
981,19,1
753,247,1
723,277,1
987,13,1
981,19,1
910,90,1
447,553,1
753,247,1
495,505,1
991,9,1
983,17,1
838,162,1
464,536,1
984,16,1
898,102,1
924,76,1
899,101,1
848,152,1
963,37,1
802,198,1
753,247,1
807,193,1
753,247,1
647,353,1
931,69,1
918,82,1
753,247,1
987,13,1
934,66,1
600,400,1
986,14,1
902,98,1
608,392,1
658,342,1
604,396,1
829,171,1
753,247,1
963,37,0
474,526,1
807,193,1
617,383,1
845,155,1
753,247,1
753,247,1
846,154,1
931,69,1
999,1,1
753,247,1
608,392,1
473,527,1
992,8,1
870,130,1
803,197,1
753,247,1
991,9,1
577,423,1
753,247,1
975,25,1
487,513,1
464,536,1
981,19,1
753,247,1
991,9,1
753,247,1
753,247,1
482,518,1
886,114,1
753,247,1
753,247,1
708,292,1
479,521,1
608,392,1
917,83,1
901,99,1
931,69,1
