FileName,AntiDebug_Count,AntiDebug_APIs,All_Imports_Raw
54a83290b859190e827dafe7247703a7049bd9ce85021f1ea3860197c015b35a.unknown,0,,
e45490584a68e394f6714a78c96988adc241fd3acd783337bd66f26117535454.exe,0,,MSVBVM60.DLL:EVENT_SINK_AddRef; MSVBVM60.DLL:EVENT_SINK_Release; MSVBVM60.DLL:EVENT_SINK_QueryInterface; MSVBVM60.DLL:__vbaExceptHandler; MSVBVM60.DLL:ProcCallEngine
7755ce4a2a9cfee44fedcd9149c5ae45bb7aa7b019cbeae7a107641c12d5d58e.exe,0,,mscoree.dll:_CorExeMain
b6c483536379840e89444523d27ac7828b3eb50342b992d2c8f608450cd7bb53.unknown,0,,
a128bdfd9ccc0737d7fe955d49c44d17cfb119a832178aef3df23af772a2c04e.exe,0,,mscoree.dll:_CorExeMain
f620cc4cb48837403f15ef21d929deae00fe2545429d06c850546ae82cf7dec2.rar,0,,
20e5edeac32212fe8dcc9e5ab6f872d7e647e5e78eb707f2e0704817e3c092e0.exe,0,,MSVBVM60.DLL:__vbaVarTstGt; MSVBVM60.DLL:_CIcos; MSVBVM60.DLL:_adj_fptan; MSVBVM60.DLL:__vbaVarMove; MSVBVM60.DLL:__vbaFreeVar; MSVBVM60.DLL:__vbaStrVarMove; MSVBVM60.DLL:__vbaFreeVarList; MSVBVM60.DLL:__vbaVarIdiv; MSVBVM60.DLL:_adj_fdiv_m64; MSVBVM60.DLL:_adj_fprem1; MSVBVM60.DLL:__vbaSetSystemError; MSVBVM60.DLL:__vbaLenVar; MSVBVM60.DLL:_adj_fdiv_m32; MSVBVM60.DLL:__vbaCyErrVar; MSVBVM60.DLL:__vbaOnError; MSVBVM60.DLL:__vbaCyAdd; MSVBVM60.DLL:_adj_fdiv_m16i; MSVBVM60.DLL:_adj_fdivr_m16i; MSVBVM60.DLL:_CIsin; MSVBVM60.DLL:__vbaChkstk; MSVBVM60.DLL:EVENT_SINK_AddRef; MSVBVM60.DLL:__vbaCyI4; MSVBVM60.DLL:DllFunctionCall; MSVBVM60.DLL:_adj_fpatan; MSVBVM60.DLL:__vbaRedim; MSVBVM60.DLL:EVENT_SINK_Release; MSVBVM60.DLL:_CIsqrt; MSVBVM60.DLL:EVENT_SINK_QueryInterface; MSVBVM60.DLL:__vbaExceptHandler; MSVBVM60.DLL:_adj_fprem; MSVBVM60.DLL:_adj_fdivr_m64; MSVBVM60.DLL:__vbaVarDiv; MSVBVM60.DLL:__vbaFPException; MSVBVM60.DLL:__vbaI2Var; MSVBVM60.DLL:_CIlog; MSVBVM60.DLL:__vbaErrorOverflow; MSVBVM60.DLL:_adj_fdiv_m32i; MSVBVM60.DLL:_adj_fdivr_m32i; MSVBVM60.DLL:__vbaStrCopy; MSVBVM60.DLL:_adj_fdivr_m32; MSVBVM60.DLL:_adj_fdiv_r; MSVBVM60.DLL:__vbaVarAdd; MSVBVM60.DLL:__vbaVarDup; MSVBVM60.DLL:__vbaStrComp; MSVBVM60.DLL:_CIatan; MSVBVM60.DLL:__vbaStrMove; MSVBVM60.DLL:__vbaI4Cy; MSVBVM60.DLL:_allmul; MSVBVM60.DLL:_CItan; MSVBVM60.DLL:_CIexp; MSVBVM60.DLL:__vbaFreeStr
6b28a0252d0812221e1dcfaf06017ed96595bae2c59dd7ba03a41093faeca1d1.unknown,0,,
24ed6ee6c21b01723299773311912048f6a4a782de9496c6e479c22d6fceb085.exe,0,,KERNEL32.DLL:LoadLibraryA; KERNEL32.DLL:GetProcAddress; KERNEL32.DLL:VirtualProtect; KERNEL32.DLL:VirtualAlloc; KERNEL32.DLL:VirtualFree; KERNEL32.DLL:ExitProcess; ADVAPI32.dll:LogonUserA; AVIFIL32.dll:AVIPutFileOnClipboard; COMCTL32.dll:ImageList_Add; COMDLG32.dll:GetFileTitleA; dbghelp.dll:EnumerateLoadedModules; GDI32.dll:PatBlt; MSIMG32.dll:GradientFill; MSVFW32.dll:ICCompressorChoose; NETAPI32.dll:NetAuditClear; NTDSAPI.dll:DsIsMangledDnW; ole32.dll:OleInitialize; OLEACC.dll:LresultFromObject; OLEAUT32.dll:DispCallFunc; pdh.dll:PdhCollectQueryData; SETUPAPI.dll:SetupCloseInfFile; SHELL32.dll:DragFinish; USER32.dll:GetDC; WINMM.dll:waveInGetID; WINSPOOL.DRV:ClosePrinter
b7b5d28be983c774ef83a8960a68134732a79818c572e8800cea6428f27fb114.unknown,3,"IsDebuggerPresent, QueryPerformanceCounter, GetTickCount",KERNEL32.dll:GetProcAddress; KERNEL32.dll:GetModuleHandleW; KERNEL32.dll:Sleep; KERNEL32.dll:RtlUnwindEx; KERNEL32.dll:GetCurrentThreadId; KERNEL32.dll:FlsSetValue; KERNEL32.dll:GetCommandLineA; KERNEL32.dll:TerminateProcess; KERNEL32.dll:GetCurrentProcess; KERNEL32.dll:UnhandledExceptionFilter; KERNEL32.dll:SetUnhandledExceptionFilter; KERNEL32.dll:IsDebuggerPresent; KERNEL32.dll:RtlVirtualUnwind; KERNEL32.dll:RtlLookupFunctionEntry; KERNEL32.dll:RtlCaptureContext; KERNEL32.dll:EncodePointer; KERNEL32.dll:DecodePointer; KERNEL32.dll:FlsGetValue; KERNEL32.dll:FlsFree; KERNEL32.dll:SetLastError; KERNEL32.dll:GetLastError; KERNEL32.dll:FlsAlloc; KERNEL32.dll:HeapFree; KERNEL32.dll:ExitProcess; KERNEL32.dll:SetHandleCount; KERNEL32.dll:GetStdHandle; KERNEL32.dll:GetFileType; KERNEL32.dll:GetStartupInfoA; KERNEL32.dll:DeleteCriticalSection; KERNEL32.dll:GetModuleFileNameA; KERNEL32.dll:FreeEnvironmentStringsA; KERNEL32.dll:GetEnvironmentStrings; KERNEL32.dll:FreeEnvironmentStringsW; KERNEL32.dll:WideCharToMultiByte; KERNEL32.dll:GetEnvironmentStringsW; KERNEL32.dll:HeapSetInformation; KERNEL32.dll:HeapCreate; KERNEL32.dll:HeapDestroy; KERNEL32.dll:QueryPerformanceCounter; KERNEL32.dll:GetTickCount; KERNEL32.dll:GetCurrentProcessId; KERNEL32.dll:GetSystemTimeAsFileTime; KERNEL32.dll:LeaveCriticalSection; KERNEL32.dll:EnterCriticalSection; KERNEL32.dll:GetCPInfo; KERNEL32.dll:GetACP; KERNEL32.dll:GetOEMCP; KERNEL32.dll:IsValidCodePage; KERNEL32.dll:HeapAlloc; KERNEL32.dll:HeapReAlloc; KERNEL32.dll:WriteFile; KERNEL32.dll:LoadLibraryA; KERNEL32.dll:InitializeCriticalSectionAndSpinCount; KERNEL32.dll:GetLocaleInfoA; KERNEL32.dll:GetStringTypeA; KERNEL32.dll:MultiByteToWideChar; KERNEL32.dll:GetStringTypeW; KERNEL32.dll:LCMapStringA; KERNEL32.dll:LCMapStringW; KERNEL32.dll:HeapSize
a1b6223a3ecb37b9f7e4a52909a08d9fd8f8f80aee46466127ea0f078c7f5437.unknown,0,,
7fa83f0588f0f50d0635313918137c05cb59aa672d842f864073aebb72c66195.exe,0,,KERNEL32.dll:IsValidLanguageGroup; KERNEL32.dll:GetUserDefaultLangID; KERNEL32.dll:GetThreadLocale; KERNEL32.dll:VirtualProtectEx; KERNEL32.dll:OpenSemaphoreA; KERNEL32.dll:GetCurrentProcessId; KERNEL32.dll:LocalLock; KERNEL32.dll:GetModuleFileNameA; KERNEL32.dll:GetBinaryTypeA; KERNEL32.dll:lstrlenA; KERNEL32.dll:GlobalDeleteAtom; KERNEL32.dll:GetLocaleInfoA; KERNEL32.dll:GetCurrentProcess; KERNEL32.dll:GetCommandLineW; KERNEL32.dll:DefineDosDeviceW; KERNEL32.dll:LocalSize; KERNEL32.dll:GetProcessWorkingSetSize; KERNEL32.dll:WritePrivateProfileStructW; KERNEL32.dll:GetComputerNameA; KERNEL32.dll:GetCompressedFileSizeA; KERNEL32.dll:GetPrivateProfileSectionNamesA; KERNEL32.dll:GetCurrentThread; KERNEL32.dll:GetModuleHandleW; CLUSAPI.dll:GetClusterResourceNetworkName; ADVAPI32.dll:FindFirstFreeAce; msvcrt.dll:tolower; msvcrt.dll:strcspn; msvcrt.dll:setvbuf; msvcrt.dll:strcmp; WINSPOOL.DRV:GetPrinterDataExW; GDI32.dll:GetMapMode; GDI32.dll:GetDIBColorTable; GDI32.dll:GetTextFaceW; GDI32.dll:RemoveFontResourceA; GDI32.dll:GdiComment; GDI32.dll:GetTextExtentPoint32A; GDI32.dll:GetLayout; POWRPROF.dll:IsPwrHibernateAllowed; mscms.dll:GetStandardColorSpaceProfileW; USER32.dll:IsWindow; USER32.dll:GetWindowTextW; USER32.dll:GetClientRect; USER32.dll:DeregisterShellHookWindow; USER32.dll:GetClassInfoExW; USER32.dll:DefWindowProcW; USER32.dll:GetWindowPlacement; USER32.dll:DialogBoxParamW; USER32.dll:InsertMenuItemW; USER32.dll:GetSysColor; USER32.dll:DrawStateW; USER32.dll:GetDC; USER32.dll:MessageBoxIndirectA; USER32.dll:GetClipboardFormatNameW; USER32.dll:EnumWindows; USER32.dll:GetKeyboardLayoutNameW; USER32.dll:GetUserObjectInformationW; USER32.dll:LoadMenuIndirectA; WININET.dll:FindNextUrlCacheGroup; WININET.dll:DeleteUrlCacheEntryW; SHLWAPI.dll:GetMenuPosFromID; OLEAUT32.dll:GetErrorInfo
6168fd7705599e810cba4c0954acb5cdfa8e03ae92ed679a9e538a09da08a7de.exe,0,,MSVBVM60.DLL:_CIcos; MSVBVM60.DLL:_adj_fptan; MSVBVM60.DLL:__vbaVarMove; MSVBVM60.DLL:__vbaFreeVar; MSVBVM60.DLL:__vbaStrVarMove; MSVBVM60.DLL:__vbaLenBstr; MSVBVM60.DLL:__vbaFreeVarList; MSVBVM60.DLL:__vbaEnd; MSVBVM60.DLL:_adj_fdiv_m64; MSVBVM60.DLL:_adj_fprem1; MSVBVM60.DLL:__vbaStrCat; MSVBVM60.DLL:__vbaInStrVarB; MSVBVM60.DLL:__vbaSetSystemError; MSVBVM60.DLL:__vbaLenBstrB; MSVBVM60.DLL:__vbaHresultCheckObj; MSVBVM60.DLL:_adj_fdiv_m32; MSVBVM60.DLL:_adj_fdiv_m16i; MSVBVM60.DLL:_adj_fdivr_m16i; MSVBVM60.DLL:_CIsin; MSVBVM60.DLL:__vbaChkstk; MSVBVM60.DLL:EVENT_SINK_AddRef; MSVBVM60.DLL:__vbaVarTstEq; MSVBVM60.DLL:DllFunctionCall; MSVBVM60.DLL:_adj_fpatan; MSVBVM60.DLL:__vbaRedim; MSVBVM60.DLL:EVENT_SINK_Release; MSVBVM60.DLL:_CIsqrt; MSVBVM60.DLL:EVENT_SINK_QueryInterface; MSVBVM60.DLL:__vbaUI1I4; MSVBVM60.DLL:__vbaExceptHandler; MSVBVM60.DLL:__vbaStrToUnicode; MSVBVM60.DLL:_adj_fprem; MSVBVM60.DLL:_adj_fdivr_m64; MSVBVM60.DLL:__vbaFPException; MSVBVM60.DLL:__vbaVarCat; MSVBVM60.DLL:__vbaLsetFixstrFree; MSVBVM60.DLL:_CIlog; MSVBVM60.DLL:__vbaNew2; MSVBVM60.DLL:__vbaInStr; MSVBVM60.DLL:_adj_fdiv_m32i; MSVBVM60.DLL:_adj_fdivr_m32i; MSVBVM60.DLL:__vbaStrCopy; MSVBVM60.DLL:_adj_fdivr_m32; MSVBVM60.DLL:_adj_fdiv_r; MSVBVM60.DLL:__vbaI4Var; MSVBVM60.DLL:__vbaVarDup; MSVBVM60.DLL:__vbaStrToAnsi; MSVBVM60.DLL:__vbaFpI4; MSVBVM60.DLL:__vbaVarCopy; MSVBVM60.DLL:_CIatan; MSVBVM60.DLL:__vbaStrMove; MSVBVM60.DLL:_allmul; MSVBVM60.DLL:_CItan; MSVBVM60.DLL:_CIexp; MSVBVM60.DLL:__vbaFreeStr; MSVBVM60.DLL:__vbaFreeObj
fec18103baa758d6718f92f4bc64b1880d604fb06eba5324cb652a8a92cb6401.rtf,0,,
2dba22bb151cb9c5e35304b1a6215374d6857898d217b721f9b5a6e8d973576d.exe,0,,MSVBVM60.DLL:_CIcos; MSVBVM60.DLL:_adj_fptan; MSVBVM60.DLL:__vbaVarMove; MSVBVM60.DLL:__vbaFreeVar; MSVBVM60.DLL:__vbaStrVarMove; MSVBVM60.DLL:__vbaLenBstr; MSVBVM60.DLL:__vbaFreeVarList; MSVBVM60.DLL:__vbaEnd; MSVBVM60.DLL:_adj_fdiv_m64; MSVBVM60.DLL:_adj_fprem1; MSVBVM60.DLL:__vbaStrCat; MSVBVM60.DLL:__vbaInStrVarB; MSVBVM60.DLL:__vbaSetSystemError; MSVBVM60.DLL:__vbaLenBstrB; MSVBVM60.DLL:__vbaHresultCheckObj; MSVBVM60.DLL:_adj_fdiv_m32; MSVBVM60.DLL:_adj_fdiv_m16i; MSVBVM60.DLL:_adj_fdivr_m16i; MSVBVM60.DLL:_CIsin; MSVBVM60.DLL:__vbaChkstk; MSVBVM60.DLL:EVENT_SINK_AddRef; MSVBVM60.DLL:__vbaVarTstEq; MSVBVM60.DLL:DllFunctionCall; MSVBVM60.DLL:__vbaRedimPreserve; MSVBVM60.DLL:_adj_fpatan; MSVBVM60.DLL:EVENT_SINK_Release; MSVBVM60.DLL:_CIsqrt; MSVBVM60.DLL:EVENT_SINK_QueryInterface; MSVBVM60.DLL:__vbaUI1I4; MSVBVM60.DLL:__vbaExceptHandler; MSVBVM60.DLL:__vbaStrToUnicode; MSVBVM60.DLL:_adj_fprem; MSVBVM60.DLL:_adj_fdivr_m64; MSVBVM60.DLL:__vbaFPException; MSVBVM60.DLL:__vbaStrVarVal; MSVBVM60.DLL:_CIlog; MSVBVM60.DLL:__vbaErrorOverflow; MSVBVM60.DLL:__vbaNew2; MSVBVM60.DLL:__vbaInStr; MSVBVM60.DLL:_adj_fdiv_m32i; MSVBVM60.DLL:_adj_fdivr_m32i; MSVBVM60.DLL:__vbaStrCopy; MSVBVM60.DLL:_adj_fdivr_m32; MSVBVM60.DLL:_adj_fdiv_r; MSVBVM60.DLL:__vbaI4Var; MSVBVM60.DLL:__vbaStrToAnsi; MSVBVM60.DLL:__vbaFpI4; MSVBVM60.DLL:_CIatan; MSVBVM60.DLL:__vbaStrMove; MSVBVM60.DLL:__vbaR8IntI4; MSVBVM60.DLL:_allmul; MSVBVM60.DLL:_CItan; MSVBVM60.DLL:_CIexp; MSVBVM60.DLL:__vbaFreeStr; MSVBVM60.DLL:__vbaFreeObj
2e75096b3364e2e9fef81fac5626e1fb15d9e5f76afe308cf7d4053040f65685.exe,0,,ADVAPI32.dll:CryptEncrypt; CRYPT32.dll:CertOpenStore; KERNEL32.DLL:LoadLibraryA; KERNEL32.DLL:ExitProcess; KERNEL32.DLL:GetProcAddress; KERNEL32.DLL:VirtualProtect; NETAPI32.dll:NetWkstaGetInfo; Normaliz.dll:IdnToAscii; SHELL32.dll:SHGetFolderPathA; USER32.dll:ShowWindow; WS2_32.dll:listen
